date;Euro;Amerikanske dollar;Britiske pund ;Svenske kroner
2006M10D09;7.456.600;5.916.500;11.037.000;803.500
2006M10D10;7.455.600;5.946.400;11.049.400;803.900
2006M10D11;7.455.500;5.944.000;11.032.900;805.500
2006M10D12;7.455.700;5.949.800;11.040.600;806.900
2006M10D13;7.454.700;5.940.000;11.053.800;805.400
2006M10D16;7.455.500;5.957.300;11.082.900;806.600
2006M10D17;7.455.600;5.953.100;11.114.500;804.300
2006M10D18;7.456.000;5.944.400;11.127.500;804.900
2006M10D19;7.455.200;5.935.200;11.089.100;806.100
2006M10D20;7.455.200;5.908.400;11.138.800;809.400
2006M10D23;7.455.700;5.938.000;11.118.000;810.000
2006M10D24;7.455.200;5.944.700;11.124.700;810.300
2006M10D25;7.455.100;5.926.200;11.123.700;809.200
2006M10D26;7.454.600;5.891.600;11.100.600;808.000
2006M10D27;7.454.700;5.877.700;11.116.500;808.400
2006M10D30;7.454.300;5.861.700;11.159.100;809.600
2006M10D31;7.453.800;5.871.000;11.150.000;809.100
2006M11D01;7.454.700;5.843.600;11.152.200;810.100
2006M11D02;7.454.300;5.838.700;11.140.800;810.500
2006M11D03;7.454.900;5.842.400;11.146.700;813.100
2006M11D06;7.456.800;5.870.600;11.132.900;815.300
2006M11D07;7.458.400;5.847.400;11.136.100;815.600
2006M11D08;7.456.800;5.836.600;11.122.100;815.300
2006M11D09;7.458.300;5.828.600;11.092.100;817.800
2006M11D10;7.457.600;5.797.300;11.092.700;820.500
2006M11D13;7.457.600;5.812.600;11.069.600;820.100
2006M11D14;7.458.900;5.816.400;11.033.100;822.200
2006M11D15;7.459.200;5.831.100;10.995.300;820.900
2006M11D16;7.458.300;5.825.000;10.998.800;822.300
2006M11D17;7.458.200;5.838.600;11.006.800;823.000
2006M11D20;7.457.800;5.807.800;11.019.200;821.100
2006M11D21;7.456.600;5.819.100;11.050.100;820.600
2006M11D22;7.455.400;5.785.700;11.046.700;819.600
2006M11D23;7.454.700;5.755.200;11.019.500;822.900
2006M11D24;7.454.200;5.699.800;11.012.300;824.800
2006M11D27;7.454.900;5.684.700;11.000.300;824.400
2006M11D28;7.454.500;5.670.100;11.023.300;822.000
2006M11D29;7.454.700;5.666.000;11.055.500;821.000
2006M11D30;7.454.600;5.647.400;11.056.100;822.200
2006M12D01;7.454.300;5.628.400;11.077.900;825.000
2006M12D04;7.457.700;5.603.500;11.074.700;825.600
2006M12D05;7.455.900;5.592.900;11.057.200;823.900
2006M12D06;7.456.100;5.617.100;11.039.500;821.500
2006M12D07;7.455.400;5.606.800;11.027.100;825.200
2006M12D08;7.456.100;5.616.200;11.003.700;823.400
2006M12D11;7.455.100;5.657.700;11.025.000;823.000
2006M12D12;7.454.900;5.628.900;11.050.800;822.800
2006M12D13;7.453.400;5.618.800;11.078.200;824.400
2006M12D14;7.454.400;5.650.700;11.100.300;822.800
2006M12D15;7.454.500;5.687.900;11.127.800;822.500
2006M12D18;7.453.700;5.692.000;11.099.200;823.100
2006M12D19;7.453.800;5.664.800;11.104.400;825.900
2006M12D20;7.452.900;5.644.900;11.120.400;827.800
2006M12D21;7.454.500;5.656.800;11.099.600;831.400
2006M12D22;7.453.600;5.650.100;11.099.900;829.200
2006M12D27;7.454.300;5.664.800;11.111.700;826.100
2006M12D28;7.457.300;5.661.000;11.111.200;824.300
2006M12D29;7.456.000;5.661.400;11.103.500;824.700
2007M01D02;7.456.600;5.619.100;11.071.400;826.300
2007M01D03;7.455.200;5.634.600;11.049.700;826.600
2007M01D04;7.453.100;5.686.800;11.059.700;821.800
2007M01D05;7.453.200;5.696.400;11.046.700;821.500
2007M01D08;7.452.700;5.730.200;11.072.200;822.500
2007M01D09;7.453.800;5.725.800;11.120.900;819.500
2007M01D10;7.453.900;5.739.100;11.121.900;817.300
2007M01D11;7.454.100;5.741.000;11.202.400;815.300
2007M01D12;7.452.900;5.780.600;11.264.100;818.000
2007M01D15;7.452.000;5.758.400;11.317.500;820.400
2007M01D16;7.452.400;5.753.400;11.305.200;822.400
2007M01D17;7.452.400;5.773.000;11.345.700;821.000
2007M01D18;7.454.100;5.768.500;11.354.300;819.200
2007M01D19;7.454.000;5.752.400;11.354.200;817.400
2007M01D22;7.453.700;5.762.000;11.382.300;816.900
2007M01D23;7.454.100;5.716.300;11.376.800;820.400
2007M01D24;7.454.800;5.732.300;11.303.700;822.900
2007M01D25;7.454.100;5.743.600;11.319.800;821.400
2007M01D26;7.454.200;5.778.000;11.324.300;820.600
2007M01D29;7.455.000;5.769.700;11.292.000;821.700
2007M01D30;7.454.200;5.746.400;11.289.100;824.700
2007M01D31;7.455.300;5.755.200;11.240.600;823.600
2007M02D01;7.454.800;5.725.700;11.272.900;824.700
2007M02D02;7.454.200;5.725.200;11.271.200;823.000
2007M02D05;7.453.900;5.767.000;11.274.100;817.600
2007M02D06;7.453.800;5.753.600;11.331.400;815.800
2007M02D07;7.452.400;5.738.400;11.317.200;817.400
2007M02D08;7.452.900;5.737.000;11.237.800;819.500
2007M02D09;7.453.100;5.730.100;11.164.900;819.600
2007M02D12;7.453.700;5.753.100;11.197.600;818.600
2007M02D13;7.453.400;5.723.700;11.125.300;813.200
2007M02D14;7.453.300;5.697.400;11.136.000;815.400
2007M02D15;7.454.100;5.674.100;11.106.500;808.200
2007M02D16;7.455.200;5.682.800;11.075.900;804.200
2007M02D19;7.455.400;5.677.300;11.043.400;806.600
2007M02D20;7.455.800;5.672.000;11.073.500;805.800
2007M02D21;7.455.500;5.671.700;11.084.600;800.800
2007M02D22;7.455.500;5.688.600;11.096.100;800.300
2007M02D23;7.455.200;5.676.300;11.140.500;801.100
2007M02D26;7.453.700;5.663.900;11.115.000;803.100
2007M02D27;7.453.400;5.633.700;11.063.400;806.100
2007M02D28;7.452.700;5.641.300;11.063.200;803.400
2007M03D01;7.450.700;5.633.800;11.060.200;803.100
2007M03D02;7.449.300;5.659.300;11.006.600;801.600
2007M03D05;7.448.200;5.693.000;10.917.900;798.200
2007M03D06;7.448.300;5.685.700;10.959.000;802.700
2007M03D07;7.447.900;5.670.300;10.933.500;803.900
2007M03D08;7.448.200;5.663.200;10.930.700;802.200
2007M03D09;7.448.800;5.662.300;10.944.500;801.500
2007M03D12;7.449.700;5.662.600;10.920.100;801.600
2007M03D13;7.450.300;5.636.500;10.906.600;801.900
2007M03D14;7.450.700;5.651.700;10.871.400;800.600
2007M03D15;7.449.800;5.632.700;10.911.500;803.800
2007M03D16;7.448.900;5.590.200;10.887.000;804.200
2007M03D19;7.448.100;5.598.800;10.901.000;801.600
2007M03D20;7.448.200;5.601.800;10.967.800;800.700
2007M03D21;7.449.200;5.603.900;10.972.500;800.700
2007M03D22;7.450.100;5.580.200;10.979.400;801.200
2007M03D23;7.450.500;5.590.500;10.992.200;800.000
2007M03D26;7.449.700;5.616.100;11.014.600;800.300
2007M03D27;7.450.400;5.582.100;10.972.600;799.600
2007M03D28;7.449.300;5.580.800;10.962.900;799.400
2007M03D29;7.449.900;5.579.600;10.967.000;797.900
2007M03D30;7.450.800;5.594.500;10.960.300;797.200
2007M04D02;7.450.300;5.574.100;11.019.500;795.400
2007M04D03;7.451.400;5.578.200;11.021.200;795.800
2007M04D04;7.454.000;5.582.700;11.016.000;798.500
2007M04D05;0.0000;0.0000;0.0000;0.0000
2007M04D10;7.456.000;5.553.400;10.959.900;803.200
2007M04D11;7.454.800;5.555.800;10.982.300;805.300
2007M04D12;7.455.700;5.536.300;10.953.000;805.300
2007M04D13;7.455.100;5.509.200;10.948.900;803.200
2007M04D16;7.454.500;5.501.500;10.953.600;808.200
2007M04D17;7.455.200;5.502.400;11.023.500;808.600
2007M04D18;7.453.600;5.489.900;11.004.900;808.600
2007M04D19;7.452.700;5.479.500;10.971.100;808.400
2007M04D20;7.452.300;5.477.200;10.970.600;810.400
2007M04D23;7.452.100;5.496.900;10.991.300;810.200
2007M04D24;7.452.200;5.486.800;10.970.400;810.600
2007M04D25;7.451.100;5.459.100;10.941.400;812.100
2007M04D26;7.450.700;5.480.100;10.922.400;814.100
2007M04D27;7.450.100;5.460.700;10.919.900;814.800
2007M04D30;7.450.500;5.476.300;10.913.300;814.100
2007M05D01;7.451.300;5.459.200;10.944.900;815.700
2007M05D02;7.452.300;5.484.500;10.925.500;813.100
2007M05D03;7.451.700;5.474.000;10.913.400;815.200
2007M05D07;7.451.600;5.473.100;10.921.300;813.000
2007M05D08;7.452.200;5.496.500;10.954.300;811.000
2007M05D09;7.452.500;5.506.100;10.962.000;810.600
2007M05D10;7.451.800;5.508.800;10.947.300;809.400
2007M05D11;7.451.800;5.525.600;10.937.600;807.700
2007M05D14;7.451.300;5.499.500;10.888.100;807.200
2007M05D15;7.452.000;5.504.500;10.881.200;810.400
2007M05D16;7.453.300;5.490.900;10.883.100;810.300
2007M05D18;7.452.900;5.530.100;10.897.600;808.400
2007M05D21;7.453.400;5.544.000;10.918.300;808.500
2007M05D22;7.453.200;5.539.800;10.932.500;810.800
2007M05D23;7.452.400;5.524.400;10.969.100;810.800
2007M05D24;7.451.400;5.540.900;11.011.400;810.300
2007M05D25;7.451.800;5.544.100;10.999.000;810.800
2007M05D29;7.450.100;5.514.900;10.959.300;804.900
2007M05D30;7.449.400;5.551.000;10.963.100;801.300
2007M05D31;7.448.800;5.536.900;10.953.300;801.400
2007M06D01;7.449.000;5.544.100;10.966.500;799.600
2007M06D04;7.449.100;5.525.200;10.987.700;798.900
2007M06D06;7.446.700;5.510.800;10.978.500;797.300
2007M06D07;7.446.600;5.528.300;10.967.000;798.900
2007M06D08;7.445.700;5.577.700;10.968.100;797.000
2007M06D11;7.445.700;5.575.200;10.975.400;797.500
2007M06D12;7.448.100;5.581.200;11.017.900;793.000
2007M06D13;7.447.400;5.605.000;11.041.400;791.000
2007M06D14;7.446.100;5.596.900;11.014.100;790.700
2007M06D15;7.446.000;5.592.600;11.015.600;789.900
2007M06D18;7.444.000;5.553.600;11.006.900;789.000
2007M06D19;7.445.200;5.554.900;11.035.600;790.600
2007M06D20;7.444.200;5.544.200;11.049.700;800.500
2007M06D21;7.443.500;5.556.100;11.075.000;804.300
2007M06D22;7.443.200;5.537.700;11.058.900;805.100
2007M06D25;7.442.600;5.529.000;11.050.600;805.000
2007M06D26;7.441.500;5.528.600;11.054.700;801.700
2007M06D27;7.442.300;5.538.200;11.059.200;801.800
2007M06D28;7.442.500;5.526.500;11.072.700;805.300
2007M06D29;7.442.200;5.510.700;11.041.800;804.300
2007M07D02;7.441.000;5.476.200;11.013.100;803.100
2007M07D03;7.441.600;5.471.400;11.023.000;805.600
2007M07D04;7.441.500;5.464.500;11.018.700;811.200
2007M07D05;7.441.500;5.455.600;11.014.700;812.700
2007M07D06;7.441.400;5.473.200;11.002.300;812.500
2007M07D09;7.440.400;5.462.400;11.001.600;811.600
2007M07D10;7.439.700;5.443.900;10.983.500;809.800
2007M07D11;7.439.500;5.409.400;10.989.700;811.600
2007M07D12;7.441.400;5.397.000;10.970.700;813.700
2007M07D13;7.441.600;5.399.500;10.976.600;812.800
2007M07D16;7.441.300;5.399.700;10.998.900;813.200
2007M07D17;7.441.200;5.403.500;11.053.500;812.200
2007M07D18;7.441.200;5.400.400;11.073.200;811.300
2007M07D19;7.441.000;5.384.200;11.031.100;810.900
2007M07D20;7.440.900;5.390.800;11.069.500;811.600
2007M07D23;7.440.800;5.383.700;11.080.000;810.100
2007M07D24;7.440.900;5.379.100;11.094.200;810.800
2007M07D25;7.441.000;5.414.400;11.121.700;807.900
2007M07D26;7.441.300;5.422.900;11.093.200;806.500
2007M07D27;7.440.800;5.450.700;11.072.600;806.400
2007M07D30;7.440.800;5.447.500;11.018.500;809.300
2007M07D31;7.440.900;5.428.500;11.039.900;809.700
2007M08D01;7.440.800;5.445.900;11.029.900;803.600
2007M08D02;7.441.400;5.446.000;11.053.000;806.000
2007M08D03;7.442.100;5.434.600;11.053.200;807.700
2007M08D06;7.442.600;5.386.200;10.942.600;807.300
2007M08D07;7.443.000;5.395.800;10.936.700;807.600
2007M08D08;7.443.900;5.396.500;10.980.000;806.100
2007M08D09;7.443.300;5.421.600;10.993.700;802.200
2007M08D10;7.442.900;5.452.700;10.996.400;801.000
2007M08D13;7.442.700;5.452.100;10.981.500;799.100
2007M08D14;7.442.200;5.475.800;10.963.800;798.900
2007M08D15;7.441.700;5.522.200;10.984.100;794.800
2007M08D16;7.441.900;5.551.600;11.015.200;790.600
2007M08D17;7.440.900;5.530.600;10.955.400;795.100
2007M08D20;7.441.200;5.521.800;10.960.700;797.600
2007M08D21;7.441.700;5.509.100;10.926.800;794.700
2007M08D22;7.441.500;5.515.100;10.965.200;792.900
2007M08D23;7.441.600;5.482.200;11.000.100;794.300
2007M08D24;7.442.000;5.466.000;10.962.700;793.600
2007M08D27;7.442.300;5.449.000;10.981.700;794.100
2007M08D28;7.444.200;5.448.000;10.965.100;794.300
2007M08D29;7.446.400;5.462.800;10.995.900;792.300
2007M08D30;7.447.200;5.471.900;10.984.100;793.700
2007M08D31;7.449.100;5.435.300;10.987.700;795.300
2007M09D03;7.448.500;5.464.000;11.022.600;793.900
2007M09D04;7.448.700;5.485.100;11.031.800;793.300
2007M09D05;7.448.900;5.482.000;11.019.100;792.900
2007M09D06;7.447.200;5.448.200;10.995.400;796.900
2007M09D07;7.446.700;5.437.100;10.994.700;798.500
2007M09D10;7.447.000;5.398.300;10.960.300;794.600
2007M09D11;7.447.300;5.387.200;10.948.700;799.100
2007M09D12;7.447.900;5.364.000;10.893.500;801.700
2007M09D13;7.447.600;5.359.100;10.868.400;802.800
2007M09D14;7.448.800;5.374.300;10.808.700;803.200
2007M09D17;7.449.100;5.367.900;10.728.900;802.300
2007M09D18;7.450.800;5.373.000;10.717.500;801.600
2007M09D19;7.450.800;5.331.500;10.664.600;804.900
2007M09D20;7.453.700;5.312.700;10.666.400;809.000
2007M09D21;7.453.200;5.305.100;10.688.700;809.600
2007M09D24;7.454.200;5.281.800;10.696.200;811.900
2007M09D25;7.456.100;5.285.800;10.646.200;808.900
2007M09D26;7.456.000;5.277.800;10.643.800;809.600
2007M09D27;7.455.900;5.258.000;10.661.900;808.600
2007M09D28;7.454.400;5.257.400;10.698.000;809.000
2007M10D01;7.454.900;5.238.100;10.690.300;810.800
2007M10D02;7.454.600;5.262.700;10.744.600;808.800
2007M10D03;7.454.400;5.251.400;10.716.500;809.900
2007M10D04;7.452.700;5.282.200;10.745.700;812.200
2007M10D05;7.451.800;5.271.500;10.755.300;811.300
2007M10D08;7.451.700;5.289.000;10.780.000;812.900
2007M10D09;7.452.100;5.308.900;10.771.300;813.300
2007M10D10;7.451.700;5.267.700;10.759.000;814.100
2007M10D11;7.451.000;5.247.600;10.690.100;818.000
2007M10D12;7.450.900;5.257.100;10.667.000;817.500
2007M10D15;7.451.100;5.237.700;10.691.000;819.500
2007M10D16;7.452.800;5.267.000;10.700.400;814.200
2007M10D17;7.453.900;5.249.200;10.689.700;815.000
2007M10D18;7.453.900;5.212.900;10.678.900;814.400
2007M10D19;7.454.300;5.217.200;10.690.200;813.100
2007M10D22;7.454.900;5.262.500;10.688.000;809.000
2007M10D23;7.454.800;5.230.000;10.714.800;811.200
2007M10D24;7.454.200;5.238.400;10.717.800;809.100
2007M10D25;7.454.600;5.209.700;10.685.300;809.400
2007M10D26;7.454.900;5.182.800;10.634.700;812.100
2007M10D29;7.454.600;5.180.000;10.665.400;811.000
2007M10D30;7.454.600;5.174.300;10.692.200;812.200
2007M10D31;7.454.700;5.160.000;10.690.800;808.600
2007M11D01;7.453.700;5.167.900;10.765.000;808.200
2007M11D02;7.454.000;5.148.100;10.723.600;805.600
2007M11D05;7.454.300;5.145.200;10.707.100;805.200
2007M11D06;7.454.200;5.124.200;10.697.000;805.900
2007M11D07;7.454.000;5.063.200;10.654.700;805.500
2007M11D08;7.454.800;5.083.000;10.707.100;804.900
2007M11D09;7.453.800;5.076.500;10.642.200;802.300
2007M11D12;7.452.500;5.111.800;10.579.200;799.500
2007M11D13;7.452.500;5.102.000;10.575.400;803.000
2007M11D14;7.451.700;5.069.200;10.489.400;805.900
2007M11D15;7.452.700;5.091.000;10.425.500;805.900
2007M11D16;7.453.300;5.087.200;10.406.000;805.000
2007M11D19;7.452.900;5.085.900;10.431.700;802.900
2007M11D20;7.452.400;5.040.500;10.391.700;802.900
2007M11D21;7.454.400;5.032.000;10.357.600;800.100
2007M11D22;7.454.900;5.027.200;10.374.900;799.100
2007M11D23;7.455.100;5.034.200;10.350.700;800.000
2007M11D26;7.455.400;5.022.200;10.384.300;802.600
2007M11D27;7.456.700;5.013.200;10.377.400;800.600
2007M11D28;7.456.800;5.056.500;10.447.400;798.700
2007M11D29;7.457.400;5.060.000;10.433.600;796.000
2007M11D30;7.457.500;5.052.200;10.436.600;795.800
2007M12D03;7.456.600;5.084.300;10.491.900;795.200
2007M12D04;7.456.900;5.058.600;10.430.700;791.600
2007M12D05;7.457.400;5.066.200;10.323.100;793.500
2007M12D06;7.458.700;5.124.800;10.380.900;794.300
2007M12D07;7.459.400;5.092.100;10.357.400;793.500
2007M12D10;7.460.700;5.069.100;10.369.300;792.200
2007M12D11;7.460.700;5.085.000;10.420.000;793.300
2007M12D12;7.460.700;5.084.000;10.367.800;791.300
2007M12D13;7.461.400;5.081.700;10.372.400;790.400
2007M12D14;7.462.200;5.143.200;10.426.400;792.000
2007M12D17;7.462.300;5.184.700;10.455.800;788.900
2007M12D18;7.462.000;5.176.200;10.438.600;790.600
2007M12D19;7.461.400;5.186.900;10.399.200;787.400
2007M12D20;7.462.000;5.200.400;10.342.300;788.700
2007M12D21;7.462.400;5.189.400;10.312.900;790.100
2007M12D27;7.456.800;5.137.000;10.230.900;787.500
2007M12D28;7.456.600;5.075.300;10.147.800;789.200
2008M01D02;7.455.200;5.075.700;10.056.900;790.900
2008M01D03;7.453.200;5.052.000;10.007.000;792.200
2008M01D04;7.450.900;5.059.300;10.001.900;794.700
2008M01D07;7.449.800;5.060.000;9.983.000;795.700
2008M01D08;7.448.500;5.065.300;10.004.700;794.000
2008M01D09;7.448.100;5.073.600;9.948.700;792.100
2008M01D10;7.447.800;5.079.700;9.939.700;791.600
2008M01D11;7.446.500;5.034.100;9.856.400;792.300
2008M01D14;7.445.300;4.998.500;9.796.400;792.200
2008M01D15;7.445.100;5.001.400;9.841.500;792.300
2008M01D16;7.446.100;5.033.900;9.875.500;790.500
2008M01D17;7.451.400;5.072.100;9.986.500;791.900
2008M01D18;7.453.900;5.079.700;9.963.800;790.600
2008M01D21;7.451.800;5.145.600;10.026.000;786.500
2008M01D22;7.450.800;5.140.600;10.032.700;784.300
2008M01D23;7.450.900;5.112.500;9.971.800;783.400
2008M01D24;7.452.700;5.082.700;9.978.800;785.700
2008M01D25;7.451.800;5.067.500;10.036.100;787.700
2008M01D28;7.452.600;5.050.900;10.030.400;785.900
2008M01D29;7.452.400;5.044.600;10.030.800;788.700
2008M01D30;7.452.500;5.032.100;10.024.900;789.500
2008M01D31;7.452.800;5.012.000;9.967.600;786.800
2008M02D01;7.453.400;5.006.000;9.943.800;788.600
2008M02D04;7.452.600;5.025.700;9.934.200;792.000
2008M02D05;7.453.800;5.074.800;9.991.000;792.300
2008M02D06;7.452.700;5.097.300;9.976.800;790.400
2008M02D07;7.452.400;5.115.200;9.948.500;789.400
2008M02D08;7.452.700;5.135.200;10.006.300;791.800
2008M02D11;7.453.800;5.125.700;9.989.000;791.300
2008M02D12;7.454.000;5.127.300;10.004.000;791.600
2008M02D13;7.455.700;5.111.500;10.032.600;797.500
2008M02D14;7.454.200;5.096.500;10.051.500;799.100
2008M02D15;7.454.400;5.080.000;9.968.400;800.300
2008M02D18;7.455.500;5.093.900;9.936.700;801.700
2008M02D19;7.454.800;5.056.800;9.867.400;800.200
2008M02D20;7.453.600;5.085.700;9.880.200;799.800
2008M02D21;7.455.100;5.059.100;9.904.500;800.500
2008M02D22;7.455.000;5.020.900;9.876.800;801.300
2008M02D25;7.455.800;5.031.900;9.892.300;800.400
2008M02D26;7.455.000;5.012.100;9.892.500;801.600
2008M02D27;7.454.600;4.955.200;9.839.800;798.500
2008M02D28;7.453.200;4.929.000;9.789.500;795.600
2008M02D29;7.451.500;4.913.000;9.738.000;793.200
2008M03D03;7.450.500;4.900.700;9.726.500;795.500
2008M03D04;7.450.200;4.899.500;9.731.200;795.900
2008M03D05;7.449.300;4.902.100;9.693.300;795.600
2008M03D06;7.449.500;4.862.900;9.753.200;796.000
2008M03D07;7.453.400;4.834.500;9.746.800;793.700
2008M03D10;7.457.600;4.861.500;9.806.200;794.100
2008M03D11;7.456.200;4.848.300;9.752.400;795.200
2008M03D12;7.455.600;4.817.200;9.725.500;793.300
2008M03D13;7.457.600;4.787.600;9.738.300;789.100
2008M03D14;7.456.900;4.792.000;9.715.200;790.300
2008M03D17;7.459.400;4.730.100;9.494.000;787.400
2008M03D18;7.459.500;4.729.900;9.542.700;788.900
2008M03D19;7.459.300;4.753.600;9.491.400;791.500
2008M03D25;7.459.700;4.791.400;9.550.900;792.000
2008M03D26;7.459.500;4.748.200;9.465.200;793.900
2008M03D27;7.458.800;4.724.900;9.527.100;794.000
2008M03D28;7.456.800;4.720.700;9.429.400;795.200
2008M03D31;7.456.800;4.715.900;9.370.200;793.500
2008M04D01;7.456.700;4.761.600;9.453.200;793.700
2008M04D02;7.457.600;4.770.700;9.458.000;795.900
2008M04D03;7.458.600;4.803.900;9.523.200;798.400
2008M04D04;7.458.400;4.743.900;9.495.100;796.200
2008M04D07;7.459.200;4.753.200;9.449.800;796.200
2008M04D08;7.459.800;4.753.300;9.355.200;796.900
2008M04D09;7.460.200;4.743.900;9.352.100;796.800
2008M04D10;7.460.800;4.699.700;9.313.200;794.900
2008M04D11;7.459.000;4.711.000;9.304.000;792.500
2008M04D14;7.458.300;4.699.900;9.339.200;792.900
2008M04D15;7.459.400;4.712.800;9.267.500;792.000
2008M04D16;7.460.300;4.683.800;9.254.800;793.300
2008M04D17;7.461.100;4.700.800;9.306.600;795.000
2008M04D21;7.461.800;4.693.500;9.319.100;795.500
2008M04D22;7.461.900;4.683.900;9.329.700;797.200
2008M04D23;7.462.300;4.681.500;9.287.800;800.800
2008M04D24;7.462.700;4.732.500;9.351.800;802.300
2008M04D25;7.462.700;4.785.000;9.493.900;799.200
2008M04D28;7.462.300;4.775.000;9.509.700;798.000
2008M04D29;7.461.300;4.791.800;9.457.300;797.300
2008M04D30;7.462.000;4.801.800;9.443.800;797.400
2008M05D02;7.461.800;4.827.100;9.578.700;797.600
2008M05D05;7.462.400;4.826.900;9.503.800;798.200
2008M05D06;7.462.700;4.806.000;9.469.200;799.300
2008M05D07;7.462.300;4.836.200;9.462.100;802.800
2008M05D08;7.461.900;4.862.100;9.505.000;802.200
2008M05D09;7.461.400;4.826.900;9.399.600;803.100
2008M05D13;7.462.500;4.822.900;9.401.000;802.900
2008M05D14;7.462.600;4.833.600;9.385.700;801.800
2008M05D15;7.462.800;4.822.800;9.361.300;800.600
2008M05D16;7.460.400;4.813.800;9.374.100;799.000
2008M05D19;7.461.200;4.789.900;9.354.600;803.400
2008M05D20;7.459.100;4.769.600;9.366.000;803.900
2008M05D21;7.458.800;4.734.800;9.306.600;802.100
2008M05D22;7.459.900;4.734.900;9.394.700;801.800
